id_nilai,id_krs,nilai_angka,nilai_huruf,bobot_nilai,ip_semester,ipk_kumulatif,tgl_input
22486,22486,82.53,A-,3.7,3.0,3.26,2026-05-26
22487,22487,71.94,B,3.0,3.0,3.25,2026-05-26
22488,22488,61.33,C+,2.3,2.82,3.2,2026-05-26
22489,22489,70.98,B,3.0,2.86,3.19,2026-05-26
22490,22490,72.78,B,3.0,3.0,3.0,2026-05-26
22491,22491,81.11,A-,3.7,3.35,3.35,2026-05-26
22492,22492,81.23,A-,3.7,3.44,3.44,2026-05-26
22493,22493,60.31,C+,2.3,3.13,3.13,2026-05-26
22494,22494,70.69,B,3.0,3.1,3.1,2026-05-26
22495,22495,62.78,C+,2.3,2.96,2.96,2026-05-26
22496,22496,78.44,B+,3.3,3.3,3.01,2026-05-26
22497,22497,72.67,B,3.0,3.15,3.01,2026-05-26
22498,22498,45.17,D,1.0,2.43,2.78,2026-05-26
22499,22499,67.12,B-,2.7,2.5,2.77,2026-05-26
22500,22500,50.15,D,1.0,2.2,2.6,2026-05-26
22501,22501,70.99,B,3.0,3.0,2.63,2026-05-26
22502,22502,73.76,B,3.0,3.0,2.66,2026-05-26
22503,22503,73.06,B,3.0,3.0,2.68,2026-05-26
22504,22504,82.33,A-,3.7,3.19,2.75,2026-05-26
22505,22505,65.16,B-,2.7,3.09,2.75,2026-05-26
22506,22506,56.08,C,2.0,2.89,2.7,2026-05-26
22507,22507,66.41,B-,2.7,2.87,2.7,2026-05-26
22508,22508,56.43,C,2.0,2.0,2.0,2026-05-26
22509,22509,67.18,B-,2.7,2.35,2.35,2026-05-26
22510,22510,75.74,B+,3.3,2.67,2.67,2026-05-26
22511,22511,11.75,E,0.0,2.0,2.0,2026-05-26
22512,22512,53.29,D,1.0,1.8,1.8,2026-05-26
22513,22513,71.23,B,3.0,2.0,2.0,2026-05-26
22514,22514,83.86,A-,3.7,3.7,2.24,2026-05-26
22515,22515,66.63,B-,2.7,3.2,2.3,2026-05-26
22516,22516,71.97,B,3.0,3.13,2.38,2026-05-26
22517,22517,25.99,E,0.0,2.17,2.07,2026-05-26
22518,22518,61.91,C+,2.3,2.19,2.09,2026-05-26
22519,22519,73.49,B,3.0,2.32,2.16,2026-05-26
22520,22520,66.43,B-,2.7,2.37,2.21,2026-05-26
22521,22521,61.72,C+,2.3,2.3,2.3,2026-05-26
22522,22522,85.04,A,4.0,3.15,3.15,2026-05-26
22523,22523,61.38,C+,2.3,2.87,2.87,2026-05-26
22524,22524,57.26,C,2.0,2.65,2.65,2026-05-26
22525,22525,83.2,A-,3.7,2.91,2.91,2026-05-26
22526,22526,27.02,E,0.0,0.0,2.45,2026-05-26
22527,22527,75.64,B+,3.3,1.65,2.57,2026-05-26
22528,22528,70.78,B,3.0,2.1,2.62,2026-05-26
22529,22529,65.08,B-,2.7,2.25,2.63,2026-05-26
22530,22530,45.75,D,1.0,2.0,2.47,2026-05-26
22531,22531,86.7,A,4.0,4.0,2.61,2026-05-26
22532,22532,76.72,B+,3.3,3.65,2.66,2026-05-26
22533,22533,78.12,B+,3.3,3.53,2.71,2026-05-26
22534,22534,61.9,C+,2.3,3.31,2.69,2026-05-26
22535,22535,77.46,B+,3.3,3.31,2.73,2026-05-26
22536,22536,68.25,B-,2.7,2.7,2.7,2026-05-26
22537,22537,61.85,C+,2.3,2.5,2.5,2026-05-26
22538,22538,78.49,B+,3.3,2.77,2.77,2026-05-26
22539,22539,75.17,B+,3.3,2.86,2.86,2026-05-26
22540,22540,78.69,B+,3.3,2.96,2.96,2026-05-26
22541,22541,93.59,A,4.0,4.0,3.14,2026-05-26
22542,22542,72.37,B,3.0,3.5,3.12,2026-05-26
22543,22543,70.26,B,3.0,3.33,3.1,2026-05-26
22544,22544,68.56,B-,2.7,3.18,3.06,2026-05-26
22545,22545,85.03,A,4.0,3.29,3.12,2026-05-26
22546,22546,82.21,A-,3.7,3.34,3.16,2026-05-26
22547,22547,70.03,B,3.0,3.0,3.15,2026-05-26
22548,22548,60.55,C+,2.3,2.65,3.08,2026-05-26
22549,22549,63.3,C+,2.3,2.56,3.04,2026-05-26
22550,22550,68.11,B-,2.7,2.6,3.01,2026-05-26
22551,22551,78.37,B+,3.3,2.75,3.03,2026-05-26
22552,22552,78.27,B+,3.3,2.85,3.05,2026-05-26
22553,22553,89.9,A,4.0,4.0,3.11,2026-05-26
22554,22554,1.89,E,0.0,2.0,2.93,2026-05-26
22555,22555,67.77,B-,2.7,2.23,2.92,2026-05-26
22556,22556,92.14,A,4.0,2.55,2.96,2026-05-26
22557,22557,78.74,B+,3.3,2.71,2.97,2026-05-26
22558,22558,93.25,A,4.0,4.0,4.0,2026-05-26
22559,22559,61.6,C+,2.3,3.32,3.32,2026-05-26
22560,22560,83.16,A-,3.7,3.46,3.46,2026-05-26
22561,22561,49.5,D,1.0,2.41,2.41,2026-05-26
22562,22562,75.89,B+,3.3,2.56,2.56,2026-05-26
22563,22563,78.3,B+,3.3,2.64,2.64,2026-05-26
22564,22564,99.66,A,4.0,2.83,2.83,2026-05-26
22565,22565,94.76,A,4.0,4.0,2.97,2026-05-26
22566,22566,80.9,A-,3.7,3.85,3.05,2026-05-26
22567,22567,75.04,B+,3.3,3.71,3.06,2026-05-26
22568,22568,71.13,B,3.0,3.41,3.05,2026-05-26
22569,22569,75.35,B+,3.3,3.39,3.07,2026-05-26
22570,22570,81.09,A-,3.7,3.44,3.12,2026-05-26
22571,22571,80.46,A-,3.7,3.7,3.16,2026-05-26
22572,22572,72.36,B,3.0,3.23,3.14,2026-05-26
22573,22573,53.6,D,1.0,2.68,3.02,2026-05-26
22574,22574,56.86,C,2.0,2.54,2.96,2026-05-26
22575,22575,80.91,A-,3.7,2.73,3.0,2026-05-26
22576,22576,99.72,A,4.0,2.86,3.03,2026-05-26
22577,22577,99.43,A,4.0,3.01,3.08,2026-05-26
22578,22578,98.31,A,4.0,4.0,3.12,2026-05-26
22579,22579,87.26,A,4.0,4.0,3.16,2026-05-26
22580,22580,80.5,A-,3.7,3.85,3.2,2026-05-26
22581,22581,72.94,B,3.0,3.68,3.19,2026-05-26
22582,22582,46.59,D,1.0,3.23,3.11,2026-05-26
22583,22583,81.18,A-,3.7,3.7,3.13,2026-05-26
22584,22584,81.55,A-,3.7,3.7,3.15,2026-05-26
22585,22585,58.18,C,2.0,3.21,3.12,2026-05-26
22586,22586,56.48,C,2.0,2.94,3.1,2026-05-26
22587,22587,90.04,A,4.0,3.21,3.12,2026-05-26
22588,22588,82.63,A-,3.7,3.31,3.14,2026-05-26
22589,22589,57.01,C,2.0,3.15,3.12,2026-05-26
22590,22590,70.89,B,3.0,3.0,3.12,2026-05-26
22591,22591,60.52,C+,2.3,2.58,3.09,2026-05-26
22592,22592,75.57,B+,3.3,2.85,3.1,2026-05-26
22593,22593,70.46,B,3.0,2.89,3.1,2026-05-26
22594,22594,73.98,B,3.0,2.91,3.09,2026-05-26
22595,22595,94.82,A,4.0,4.0,4.0,2026-05-26
22596,22596,68.38,B-,2.7,3.35,3.35,2026-05-26
22597,22597,70.9,B,3.0,3.23,3.23,2026-05-26
22598,22598,68.54,B-,2.7,3.1,3.1,2026-05-26
22599,22599,80.26,A-,3.7,3.22,3.22,2026-05-26
22600,22600,68.77,B-,2.7,3.13,3.13,2026-05-26
22601,22601,75.29,B+,3.3,3.16,3.16,2026-05-26
22602,22602,86.02,A,4.0,4.0,3.26,2026-05-26
22603,22603,65.01,B-,2.7,3.13,3.15,2026-05-26
22604,22604,83.19,A-,3.7,3.24,3.18,2026-05-26
22605,22605,70.83,B,3.0,3.19,3.17,2026-05-26
22606,22606,52.33,D,1.0,2.8,3.0,2026-05-26
22607,22607,73.97,B,3.0,3.0,3.0,2026-05-26
22608,22608,61.7,C+,2.3,2.58,2.95,2026-05-26
22609,22609,78.15,B+,3.3,2.85,2.97,2026-05-26
22610,22610,73.26,B,3.0,2.91,2.98,2026-05-26
22611,22611,86.58,A,4.0,3.11,3.03,2026-05-26
22612,22612,68.23,B-,2.7,2.7,3.0,2026-05-26
22613,22613,82.47,A-,3.7,3.03,3.03,2026-05-26
22614,22614,55.82,C,2.0,2.78,2.99,2026-05-26
22615,22615,80.61,A-,3.7,2.96,3.02,2026-05-26
22616,22616,55.79,C,2.0,2.85,2.99,2026-05-26
22617,22617,68.87,B-,2.7,2.83,2.98,2026-05-26
22618,22618,67.35,B-,2.7,2.81,2.97,2026-05-26
22619,22619,72.81,B,3.0,3.0,3.0,2026-05-26
22620,22620,73.11,B,3.0,3.0,3.0,2026-05-26
22621,22621,82.91,A-,3.7,3.23,3.23,2026-05-26
22622,22622,51.71,D,1.0,2.55,2.55,2026-05-26
22623,22623,77.32,B+,3.3,2.69,2.69,2026-05-26
22624,22624,56.27,C,2.0,2.0,2.58,2026-05-26
22625,22625,82.26,A-,3.7,2.85,2.73,2026-05-26
22626,22626,66.18,B-,2.7,2.8,2.73,2026-05-26
22627,22627,85.37,A,4.0,3.1,2.86,2026-05-26
22628,22628,71.62,B,3.0,3.08,2.88,2026-05-26
22629,22629,62.21,C+,2.3,2.3,2.83,2026-05-26
22630,22630,82.06,A-,3.7,3.0,2.9,2026-05-26
22631,22631,67.09,B-,2.7,2.9,2.88,2026-05-26
22632,22632,92.99,A,4.0,3.18,2.96,2026-05-26
22633,22633,70.63,B,3.0,3.14,2.96,2026-05-26
22634,22634,68.91,B-,2.7,3.07,2.95,2026-05-26
22635,22635,78.15,B+,3.3,3.1,2.97,2026-05-26
22636,22636,83.87,A-,3.7,3.7,3.01,2026-05-26
22637,22637,83.6,A-,3.7,3.7,3.03,2026-05-26
22638,22638,81.93,A-,3.7,3.7,3.06,2026-05-26
22639,22639,52.69,D,1.0,2.96,2.97,2026-05-26
22640,22640,53.18,D,1.0,2.66,2.91,2026-05-26
22641,22641,92.46,A,4.0,4.0,2.95,2026-05-26
22642,22642,57.16,C,2.0,3.0,2.91,2026-05-26
22643,22643,77.05,B+,3.3,3.08,2.92,2026-05-26
22644,22644,72.98,B,3.0,3.05,2.93,2026-05-26
22645,22645,46.28,D,1.0,2.61,2.85,2026-05-26
22646,22646,71.89,B,3.0,3.0,2.86,2026-05-26
22647,22647,98.79,A,4.0,3.6,2.9,2026-05-26
22648,22648,63.36,C+,2.3,3.11,2.88,2026-05-26
22649,22649,73.95,B,3.0,3.07,2.88,2026-05-26
22650,22650,73.06,B,3.0,3.06,2.89,2026-05-26
22651,22651,67.95,B-,2.7,2.7,2.7,2026-05-26
22652,22652,61.44,C+,2.3,2.5,2.5,2026-05-26
22653,22653,80.68,A-,3.7,2.9,2.9,2026-05-26
22654,22654,77.72,B+,3.3,2.97,2.97,2026-05-26
22655,22655,72.9,B,3.0,2.98,2.98,2026-05-26
22656,22656,58.3,C,2.0,2.81,2.81,2026-05-26
22657,22657,70.7,B,3.0,3.0,2.83,2026-05-26
22658,22658,66.41,B-,2.7,2.85,2.82,2026-05-26
22659,22659,55.62,C,2.0,2.64,2.75,2026-05-26
22660,22660,62.31,C+,2.3,2.55,2.7,2026-05-26
22661,22661,76.26,B+,3.3,2.66,2.74,2026-05-26
22662,22662,76.75,B+,3.3,2.78,2.79,2026-05-26
22663,22663,70.9,B,3.0,3.0,2.81,2026-05-26
22664,22664,77.73,B+,3.3,3.15,2.85,2026-05-26
22665,22665,87.41,A,4.0,3.43,2.93,2026-05-26
22666,22666,68.72,B-,2.7,3.25,2.92,2026-05-26
22667,22667,96.37,A,4.0,3.4,2.98,2026-05-26
22668,22668,81.29,A-,3.7,3.44,3.01,2026-05-26
22669,22669,93.67,A,4.0,4.0,3.07,2026-05-26
22670,22670,96.52,A,4.0,4.0,3.12,2026-05-26
22671,22671,49.57,D,1.0,3.0,3.01,2026-05-26
22672,22672,83.46,A-,3.7,3.18,3.04,2026-05-26
22673,22673,95.06,A,4.0,3.34,3.09,2026-05-26
22674,22674,70.95,B,3.0,3.28,3.08,2026-05-26
22675,22675,87.74,A,4.0,4.0,3.12,2026-05-26
22676,22676,63.2,C+,2.3,3.15,3.09,2026-05-26
22677,22677,75.48,B+,3.3,3.19,3.09,2026-05-26
22678,22678,81.96,A-,3.7,3.33,3.12,2026-05-26
22679,22679,82.0,A-,3.7,3.41,3.14,2026-05-26
22680,22680,73.18,B,3.0,3.0,3.13,2026-05-26
22681,22681,80.55,A-,3.7,3.35,3.15,2026-05-26
22682,22682,70.95,B,3.0,3.23,3.15,2026-05-26
22683,22683,82.94,A-,3.7,3.35,3.17,2026-05-26
22684,22684,58.69,C,2.0,3.08,3.13,2026-05-26
22685,22685,82.98,A-,3.7,3.18,3.15,2026-05-26
22686,22686,75.41,B+,3.3,3.2,3.15,2026-05-26
22687,22687,87.9,A,4.0,4.0,3.18,2026-05-26
22688,22688,81.8,A-,3.7,3.85,3.19,2026-05-26
22689,22689,77.52,B+,3.3,3.71,3.19,2026-05-26
22690,22690,78.99,B+,3.3,3.6,3.19,2026-05-26
22691,22691,66.11,B-,2.7,3.41,3.18,2026-05-26
22692,22692,90.58,A,4.0,4.0,4.0,2026-05-26
22693,22693,66.99,B-,2.7,3.35,3.35,2026-05-26
22694,22694,68.7,B-,2.7,3.13,3.13,2026-05-26
22695,22695,60.88,C+,2.3,2.88,2.88,2026-05-26
22696,22696,75.25,B+,3.3,2.96,2.96,2026-05-26
22697,22697,77.46,B+,3.3,3.01,3.01,2026-05-26
22698,22698,83.68,A-,3.7,3.08,3.08,2026-05-26
22699,22699,70.93,B,3.0,3.0,3.07,2026-05-26
22700,22700,80.54,A-,3.7,3.35,3.14,2026-05-26
22701,22701,72.94,B,3.0,3.21,3.12,2026-05-26
22702,22702,92.05,A,4.0,3.39,3.2,2026-05-26
22703,22703,70.61,B,3.0,3.32,3.18,2026-05-26
22704,22704,62.78,C+,2.3,3.16,3.12,2026-05-26
22705,22705,72.34,B,3.0,3.0,3.11,2026-05-26
22706,22706,82.54,A-,3.7,3.35,3.15,2026-05-26
22707,22707,61.43,C+,2.3,3.0,3.09,2026-05-26
22708,22708,65.92,B-,2.7,2.93,3.07,2026-05-26
22709,22709,92.98,A,4.0,3.14,3.12,2026-05-26
22710,22710,62.96,C+,2.3,2.3,3.08,2026-05-26
22711,22711,53.97,D,1.0,1.65,2.98,2026-05-26
22712,22712,78.55,B+,3.3,2.2,2.99,2026-05-26
22713,22713,75.95,B+,3.3,2.47,3.01,2026-05-26
22714,22714,70.16,B,3.0,2.61,3.01,2026-05-26
22715,22715,72.99,B,3.0,2.67,3.01,2026-05-26
22716,22716,48.47,D,1.0,2.44,2.93,2026-05-26
22717,22717,2.48,E,0.0,0.0,0.0,2026-05-26
22718,22718,67.82,B-,2.7,1.35,1.35,2026-05-26
22719,22719,72.37,B,3.0,1.9,1.9,2026-05-26
22720,22720,83.25,A-,3.7,2.35,2.35,2026-05-26
22721,22721,68.1,B-,2.7,2.42,2.42,2026-05-26
22722,22722,80.27,A-,3.7,3.7,2.63,2026-05-26
22723,22723,77.1,B+,3.3,3.5,2.73,2026-05-26
22724,22724,61.61,C+,2.3,3.02,2.66,2026-05-26
22725,22725,47.72,D,1.0,2.55,2.48,2026-05-26
22726,22726,37.18,E,0.0,2.08,2.24,2026-05-26
22727,22727,77.4,B+,3.3,2.27,2.34,2026-05-26
22728,22728,68.09,B-,2.7,2.7,2.36,2026-05-26
22729,22729,56.57,C,2.0,2.35,2.34,2026-05-26
22730,22730,75.23,B+,3.3,2.67,2.4,2026-05-26
22731,22731,65.91,B-,2.7,2.68,2.42,2026-05-26
22732,22732,73.42,B,3.0,2.74,2.46,2026-05-26
22733,22733,55.88,C,2.0,2.62,2.43,2026-05-26
22734,22734,60.45,C+,2.3,2.3,2.3,2026-05-26
22735,22735,66.55,B-,2.7,2.47,2.47,2026-05-26
22736,22736,67.94,B-,2.7,2.52,2.52,2026-05-26
22737,22737,67.45,B-,2.7,2.57,2.57,2026-05-26
22738,22738,63.84,C+,2.3,2.51,2.51,2026-05-26
22739,22739,83.85,A-,3.7,2.71,2.71,2026-05-26
22740,22740,83.01,A-,3.7,3.7,2.85,2026-05-26
22741,22741,47.99,D,1.0,2.35,2.62,2026-05-26
22742,22742,76.43,B+,3.3,2.59,2.67,2026-05-26
22743,22743,56.07,C,2.0,2.43,2.6,2026-05-26
22744,22744,61.84,C+,2.3,2.4,2.58,2026-05-26
22745,22745,62.74,C+,2.3,2.39,2.56,2026-05-26
22746,22746,70.65,B,3.0,3.0,2.59,2026-05-26
22747,22747,71.99,B,3.0,3.0,2.62,2026-05-26
22748,22748,3.96,E,0.0,2.0,2.44,2026-05-26
22749,22749,67.35,B-,2.7,2.18,2.46,2026-05-26
22750,22750,60.07,C+,2.3,2.2,2.45,2026-05-26
22751,22751,51.13,D,1.0,2.0,2.37,2026-05-26
22752,22752,71.35,B,3.0,2.14,2.4,2026-05-26
22753,22753,77.91,B+,3.3,3.3,2.43,2026-05-26
22754,22754,77.82,B+,3.3,3.3,2.49,2026-05-26
22755,22755,40.94,E,0.0,2.2,2.37,2026-05-26
22756,22756,62.79,C+,2.3,2.23,2.37,2026-05-26
22757,22757,77.22,B+,3.3,2.38,2.4,2026-05-26
22758,22758,55.6,C,2.0,2.31,2.38,2026-05-26
22759,22759,71.45,B,3.0,2.42,2.4,2026-05-26
22760,22760,75.51,B+,3.3,3.3,3.3,2026-05-26
22761,22761,80.36,A-,3.7,3.54,3.54,2026-05-26
22762,22762,45.44,D,1.0,2.81,2.81,2026-05-26
22763,22763,94.89,A,4.0,3.17,3.17,2026-05-26
22764,22764,83.15,A-,3.7,3.29,3.29,2026-05-26
22765,22765,77.27,B+,3.3,3.29,3.29,2026-05-26
22766,22766,86.33,A,4.0,4.0,3.41,2026-05-26
22767,22767,71.69,B,3.0,3.5,3.35,2026-05-26
22768,22768,76.56,B+,3.3,3.43,3.34,2026-05-26
22769,22769,52.5,D,1.0,2.82,3.09,2026-05-26
22770,22770,83.56,A-,3.7,3.0,3.15,2026-05-26
22771,22771,99.85,A,4.0,3.12,3.2,2026-05-26
22772,22772,72.68,B,3.0,3.09,3.17,2026-05-26
22773,22773,73.04,B,3.0,3.0,3.16,2026-05-26
22774,22774,87.99,A,4.0,3.4,3.2,2026-05-26
22775,22775,60.13,C+,2.3,2.99,3.14,2026-05-26
22776,22776,81.15,A-,3.7,3.18,3.17,2026-05-26
22777,22777,72.16,B,3.0,3.15,3.17,2026-05-26
22778,22778,63.28,C+,2.3,2.3,3.14,2026-05-26
22779,22779,81.82,A-,3.7,3.0,3.16,2026-05-26
22780,22780,77.29,B+,3.3,3.13,3.16,2026-05-26
22781,22781,81.67,A-,3.7,3.3,3.19,2026-05-26
22782,22782,53.23,D,1.0,2.92,3.12,2026-05-26
22783,22783,77.45,B+,3.3,2.99,3.13,2026-05-26
22784,22784,80.02,A-,3.7,3.11,3.15,2026-05-26
22785,22785,71.6,B,3.0,3.0,3.15,2026-05-26
22786,22786,80.22,A-,3.7,3.42,3.17,2026-05-26
22787,22787,87.93,A,4.0,3.74,3.23,2026-05-26
22788,22788,82.66,A-,3.7,3.73,3.25,2026-05-26
22789,22789,82.18,A-,3.7,3.72,3.26,2026-05-26
22790,22790,94.07,A,4.0,4.0,3.31,2026-05-26
22791,22791,75.92,B+,3.3,3.77,3.31,2026-05-26
22792,22792,92.56,A,4.0,3.82,3.33,2026-05-26
22793,22793,82.81,A-,3.7,3.8,3.34,2026-05-26
22794,22794,65.37,B-,2.7,3.62,3.32,2026-05-26
22795,22795,91.25,A,4.0,3.65,3.34,2026-05-26
22796,22796,73.83,B,3.0,3.0,3.33,2026-05-26
22797,22797,66.65,B-,2.7,2.88,3.32,2026-05-26
22798,22798,70.29,B,3.0,2.92,3.31,2026-05-26
22799,22799,83.92,A-,3.7,3.14,3.32,2026-05-26
22800,22800,67.52,B-,2.7,2.98,3.29,2026-05-26
22801,22801,89.54,A,4.0,3.14,3.31,2026-05-26
22802,22802,81.93,A-,3.7,3.21,3.31,2026-05-26
22803,22803,80.14,A-,3.7,3.7,3.7,2026-05-26
22804,22804,65.06,B-,2.7,3.37,3.37,2026-05-26
22805,22805,95.42,A,4.0,3.53,3.53,2026-05-26
22806,22806,94.39,A,4.0,3.62,3.62,2026-05-26
22807,22807,68.12,B-,2.7,3.47,3.47,2026-05-26
22808,22808,70.69,B,3.0,3.4,3.4,2026-05-26
22809,22809,56.44,C,2.0,3.18,3.18,2026-05-26
22810,22810,68.79,B-,2.7,2.7,3.12,2026-05-26
22811,22811,61.65,C+,2.3,2.5,3.05,2026-05-26
22812,22812,57.44,C,2.0,2.3,2.93,2026-05-26
22813,22813,68.78,B-,2.7,2.39,2.91,2026-05-26
22814,22814,76.55,B+,3.3,2.56,2.94,2026-05-26
22815,22815,76.7,B+,3.3,2.68,2.96,2026-05-26
22816,22816,67.46,B-,2.7,2.68,2.95,2026-05-26
22817,22817,71.14,B,3.0,3.0,2.95,2026-05-26
22818,22818,68.43,B-,2.7,2.85,2.94,2026-05-26
22819,22819,82.53,A-,3.7,3.13,2.98,2026-05-26
22820,22820,81.83,A-,3.7,3.28,3.02,2026-05-26
22821,22821,96.27,A,4.0,3.42,3.07,2026-05-26
22822,22822,77.15,B+,3.3,3.3,3.07,2026-05-26
22823,22823,86.57,A,4.0,3.72,3.12,2026-05-26
22824,22824,71.23,B,3.0,3.45,3.11,2026-05-26
22825,22825,72.32,B,3.0,3.33,3.11,2026-05-26
22826,22826,70.36,B,3.0,3.26,3.1,2026-05-26
22827,22827,55.82,C,2.0,2.0,3.06,2026-05-26
22828,22828,80.15,A-,3.7,2.85,3.08,2026-05-26
22829,22829,98.8,A,4.0,3.23,3.12,2026-05-26
22830,22830,67.16,B-,2.7,3.1,3.1,2026-05-26
22831,22831,82.28,A-,3.7,3.22,3.12,2026-05-26
22832,22832,98.03,A,4.0,4.0,3.15,2026-05-26
22833,22833,88.57,A,4.0,4.0,3.18,2026-05-26
22834,22834,97.98,A,4.0,4.0,3.2,2026-05-26
22835,22835,78.27,B+,3.3,3.82,3.2,2026-05-26
22836,22836,62.17,C+,2.3,3.52,3.18,2026-05-26
22837,22837,81.01,A-,3.7,3.7,3.19,2026-05-26
22838,22838,62.11,C+,2.3,2.77,3.15,2026-05-26
22839,22839,72.02,B,3.0,2.82,3.14,2026-05-26
22840,22840,81.95,A-,3.7,3.0,3.16,2026-05-26
22841,22841,62.87,C+,2.3,2.92,3.14,2026-05-26
22842,22842,70.69,B,3.0,3.0,3.14,2026-05-26
22843,22843,72.43,B,3.0,3.0,3.13,2026-05-26
22844,22844,73.13,B,3.0,3.0,3.13,2026-05-26
22845,22845,60.14,C+,2.3,2.86,3.11,2026-05-26
22846,22846,77.86,B+,3.3,2.93,3.12,2026-05-26
22847,22847,65.54,B-,2.7,2.7,2.7,2026-05-26
22848,22848,75.69,B+,3.3,3.0,3.0,2026-05-26
22849,22849,93.04,A,4.0,3.25,3.25,2026-05-26
22850,22850,55.74,C,2.0,2.91,2.91,2026-05-26
22851,22851,82.21,A-,3.7,3.08,3.08,2026-05-26
22852,22852,87.61,A,4.0,3.24,3.24,2026-05-26
22853,22853,95.62,A,4.0,3.35,3.35,2026-05-26
22854,22854,66.75,B-,2.7,2.7,3.3,2026-05-26
22855,22855,83.47,A-,3.7,3.3,3.34,2026-05-26
22856,22856,58.72,C,2.0,2.81,3.2,2026-05-26
22857,22857,38.09,E,0.0,2.05,2.89,2026-05-26
22858,22858,65.24,B-,2.7,2.19,2.87,2026-05-26
22859,22859,80.01,A-,3.7,2.38,2.92,2026-05-26
22860,22860,73.22,B,3.0,2.47,2.93,2026-05-26
22861,22861,83.56,A-,3.7,3.7,2.98,2026-05-26
22862,22862,72.73,B,3.0,3.35,2.98,2026-05-26
22863,22863,72.16,B,3.0,3.23,2.98,2026-05-26
22864,22864,71.79,B,3.0,3.18,2.98,2026-05-26
22865,22865,80.45,A-,3.7,3.28,3.02,2026-05-26
22866,22866,75.87,B+,3.3,3.28,3.04,2026-05-26
22867,22867,80.92,A-,3.7,3.7,3.07,2026-05-26
22868,22868,66.5,B-,2.7,3.2,3.05,2026-05-26
22869,22869,81.43,A-,3.7,3.37,3.08,2026-05-26
22870,22870,72.34,B,3.0,3.28,3.08,2026-05-26
22871,22871,65.03,B-,2.7,3.16,3.06,2026-05-26
22872,22872,97.92,A,4.0,3.26,3.09,2026-05-26
22873,22873,82.93,A-,3.7,3.7,3.7,2026-05-26
22874,22874,67.25,B-,2.7,3.2,3.2,2026-05-26
22875,22875,82.0,A-,3.7,3.37,3.37,2026-05-26
22876,22876,95.77,A,4.0,3.48,3.48,2026-05-26
22877,22877,71.4,B,3.0,3.38,3.38,2026-05-26
22878,22878,78.93,B+,3.3,3.36,3.36,2026-05-26
22879,22879,94.97,A,4.0,4.0,3.42,2026-05-26
22880,22880,49.33,D,1.0,2.2,3.11,2026-05-26
22881,22881,78.59,B+,3.3,2.69,3.14,2026-05-26
22882,22882,71.38,B,3.0,2.77,3.12,2026-05-26
22883,22883,88.47,A,4.0,3.01,3.2,2026-05-26
22884,22884,61.87,C+,2.3,2.89,3.13,2026-05-26
22885,22885,97.46,A,4.0,4.0,3.19,2026-05-26
22886,22886,98.43,A,4.0,4.0,3.25,2026-05-26
22887,22887,70.54,B,3.0,3.67,3.24,2026-05-26
22888,22888,72.14,B,3.0,3.5,3.22,2026-05-26
22889,22889,73.9,B,3.0,3.4,3.21,2026-05-26
22890,22890,77.79,B+,3.3,3.38,3.21,2026-05-26
22891,22891,83.78,A-,3.7,3.42,3.23,2026-05-26
22892,22892,67.64,B-,2.7,2.7,3.2,2026-05-26
22893,22893,65.01,B-,2.7,2.7,3.18,2026-05-26
22894,22894,68.53,B-,2.7,2.7,3.15,2026-05-26
22895,22895,80.07,A-,3.7,2.93,3.17,2026-05-26
22896,22896,72.98,B,3.0,2.94,3.17,2026-05-26
22897,22897,45.19,D,1.0,1.0,3.08,2026-05-26
22898,22898,50.11,D,1.0,1.0,3.0,2026-05-26
22899,22899,58.17,C,2.0,1.25,2.98,2026-05-26
22900,22900,71.99,B,3.0,1.83,2.98,2026-05-26
22901,22901,82.28,A-,3.7,2.21,3.0,2026-05-26
22902,22902,94.66,A,4.0,4.0,3.03,2026-05-26
22903,22903,63.17,C+,2.3,3.15,3.01,2026-05-26
22904,22904,86.53,A,4.0,3.36,3.03,2026-05-26
22905,22905,77.8,B+,3.3,3.35,3.04,2026-05-26
22906,22906,71.67,B,3.0,3.27,3.04,2026-05-26
22907,22907,72.09,B,3.0,3.22,3.04,2026-05-26
22908,22908,81.85,A-,3.7,3.3,3.06,2026-05-26
22909,22909,77.9,B+,3.3,3.3,3.3,2026-05-26
22910,22910,97.62,A,4.0,3.65,3.65,2026-05-26
22911,22911,82.6,A-,3.7,3.67,3.67,2026-05-26
22912,22912,87.22,A,4.0,3.75,3.75,2026-05-26
22913,22913,66.67,B-,2.7,3.54,3.54,2026-05-26
22914,22914,66.87,B-,2.7,3.4,3.4,2026-05-26
22915,22915,72.2,B,3.0,3.34,3.34,2026-05-26
22916,22916,67.92,B-,2.7,2.7,3.26,2026-05-26
22917,22917,68.75,B-,2.7,2.7,3.2,2026-05-26
22918,22918,51.26,D,1.0,2.13,2.98,2026-05-26
22919,22919,70.62,B,3.0,2.35,2.98,2026-05-26
22920,22920,55.67,C,2.0,2.28,2.9,2026-05-26
22921,22921,91.89,A,4.0,2.57,2.98,2026-05-26
22922,22922,51.29,D,1.0,2.41,2.89,2026-05-26
22923,22923,70.08,B,3.0,3.0,2.9,2026-05-26
22924,22924,78.62,B+,3.3,3.15,2.92,2026-05-26
22925,22925,48.47,D,1.0,2.43,2.81,2026-05-26
22926,22926,80.36,A-,3.7,2.75,2.86,2026-05-26
22927,22927,77.83,B+,3.3,2.83,2.87,2026-05-26
